Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,AccelAero User Id,Zendesk Application Link ticket Reference,Airline,Zendesk Application Link ticket Reference.1,Browser,Browser Version,Support Category,Chargeability,Costing status,Approver,Configurations,Estimated Delivery Date,Requesting Client
AccelAero Reservations,AARESAA-23733,AARESAA-23338 ADL not generated when adding dry segment on top of own reservation and confirm with credit,SubTask - Bug,Closed,Critical,Fixed,QACOMPLETED,Nadeeka Pulasthini (QA),2016-01-08 14:37:00,,2016-01-13 16:28:00,2016-01-13 16:28:00,,G9044.0,,,0.0,2.0,,,0.0,7200.0,,,,,"Steps to Recreate 
1. Create a return own reservation with higher fare 
SHJ/CMB 
1AD/1CHD/1INF 
Fare - R5 
2. Send PNL 
3. Then added new segment - SAW/CMN - 16/01/2016 and confirm the reservation with pax credit (Created credit for both pax) 
4. Then send ADL 

Actual results 
ADL not generated with new eticket number 


PNR : 41076195 
",Default,1.0,1.0,7200.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-22331,AARESAA-22227 Passport No and Expire date is not display in PNL for INF,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Rajitha Lakmini (QA),2015-08-14 16:45:00,,2015-10-16 13:38:00,2015-08-27 11:28:00,,W5017.0,,,0.0,2.0,_thumb_41105.png ,,0.0,1800.0,,,,,"Create a 1Ad,1Ch 1Inf reservation with adding all pax details of passport and VISA. 
Generate a PNL 
Verify INF Passport no and expire date display on PNL 

Tested Data: 
EVN/IKA - W5W51151 - 14/08/2015",Default,1.0,1.0,1800.0,0.0,,,,,,,,,,,,,,,W5 - MahanAir
AccelAero Reservations,AARESAA-23708,AARESAA-23338 DEL record contain in ADL in DRY - multicity reseravtion after do payment for forced confirm reservation,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Rajitha Lakmini (QA),2016-01-07 10:24:00,,2016-02-09 09:50:00,2016-01-08 10:24:00,,G9044.0,,,0.0,3.0,_thumb_42755.png ,,0.0,25800.0,,,,,"Login to 30 XBE using SWISSAM/1s@secret 
Created a CNF multicity reservation 
Generate PNL 
Added MCT/SHJ segment and make it forced confirm 
Do a cancellation of multi segment and make it as confirm 
New ETKT not generated (This issue raised in the JIRA - AARESAA-23549) 

DEL record contain in ADL for PNR",Default,1.0,1.0,25800.0,0.0,,,,,,,,,,,,,,,G9 - Air Arabia
AccelAero Reservations,AARESAA-21910,AARESAA-21440 Obseravtion - ADL send payment made by cash as CC paymanets if orginal reseravtion made with CC,SubTask - Bug,Open,Minor,Unresolved,Jagath Kumara,Rajitha Lakmini (QA),2015-07-06 15:58:00,,2016-07-07 14:12:00,,,8,,,0.0,1.0,_thumb_38886.png ,,,,,,,,"Create a reservation and do payment using CC 
Send PNL 
Do add segment and pay using cash 
Still ADL shows Payment made as using CC 

PNR:39843759 
Reservation date: 30/05/2015 
Station MCT 
Flight G9115",Default,,,,,,Known-Issue,,,,,,,,,,,,,G9 - Air Arabia
AccelAero Reservations,AARESAA-24400,"AARESAA-23338 Delete record not display in ADL once added insurance, force confirm and make the payment",SubTask - Bug,Open,Major,Unresolved,Dilan Anuruddha,Nadeeka Pulasthini (QA),2016-03-23 17:43:00,,2016-07-07 14:11:00,,,8,,,0.0,1.0,_thumb_44357.png ,,,,,,,,"Steps to Recreate 
1. Create a return (SHJ/CMB) reservation without selecting insurance 
2. Then send PNL 
3. Added insurance and force confirm the reservation 
4. Make the payment 
5. Send ADL 

PNR: 41079995 

Actual Results 
DEL record not generated 

Expected results 
Del record should be generated 

Issue 2 
1. Create a dry return reservation without selecting insurance 
2. Then send PNL 
3. Added insurance and make the payment 
4. Send ADL 

Actual Results 
DEL record not generated 

Expected results 
Del record should be generated",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-20901,AARESAA-20693 Docs information is not available when PNL is send.,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Danusha Sewwandi Rathnayake (QA),2015-03-18 16:00:00,,2015-05-05 08:46:00,2015-03-23 14:48:00,,W5015.23,,,0.0,2.0,,,0.0,18000.0,,,,,"Docs information is not available when PNL is send. 

Steps: 
1. Set app para RES_205 to 'N'. 
2. Make a reservation including NIC no to the pax. (Without passport no) 
PNR - 18017894 
2. Send PNL to that flight. 
Flight # - W51033 
D.Date- 25/03/2015 
Airport - THR 

Actual Result: 
Docs information is not available in the PNL. 



PNL 
W51033/25MAR THR PART1 
RBD Y/T 
-MHD00C 
-MHD01T 
1WETWETWE/ETEWTMR .L/18017894 
.R/TKNE HK1 5379532672203/1-1WETWETWE/ETEWTMR 
-MHD00Y 
ENDPNL 
",Default,1.0,1.0,18000.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-13266,AARESAA-13236 Child title displayed as 'CHD' in the PNL mail.,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Chathurani Hettiarachchi (QA),2013-06-03 17:44:00,,2013-06-05 10:18:00,2013-06-05 10:18:00,,AA-G9-039.0,,,0.0,0.0,_thumb_22046.png ,,0.0,10800.0,,,,,"Child title displayed as 'CHD' in the PNL mail.
Please find the attachment for more details.
",Default,1.0,1.0,10800.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-13256,AARESAA-13236 Infant and childs' birth date not displayed in PNL mail.,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Chathurani Hettiarachchi (QA),2013-06-03 15:14:00,,2013-06-05 09:16:00,2013-06-05 09:16:00,,AA-G9-039.0,,,0.0,0.0,,,0.0,10800.0,,,,,"Infant and child's' birth date not displayed in PNL mail.
Please find the screen shots attached herewith.
",Default,1.0,1.0,10800.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-24215,"AARESAA-23928 An ADL is going for same pnr for an untoched segment , which doesnt have any changes in eticket or docs.",SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Ruwani Jayasinghe (QA),2016-03-08 16:48:00,,2016-03-16 18:03:00,2016-03-11 10:40:00,,W5017.6,,,0.0,2.0,,,0.0,900.0,,,,,"steps: 
1) create a reservation (connection RT) via MAB side 
2) now send PNL for I/B W5 segment 
3) Do a date change to the O/B (W5) and no extra charges needed to be paid 
Therefore no E ticket change occurs. 

4) Now send ADL for the previous unchanged segment 

Actual Result: 

System sends ADL for the untouched I/B (W5) segment even there are no changes (Eticket or doco) 

PNL: 


PNL 
W5206/23MAR IKA PART1 
RBD C/CJZ Y/MNQUVXY 
-DXB00C 
-DXB00J 
-DXB00M 
-DXB00N 
-DXB00Q 
-DXB01U 
1DES/CASAMR .L/15ACER .M/W5206U23IKADXB0830HK 
.R/DOCS HK1/P/RU/2222/EH/17MAR88/M/17MAR22/DES/CASA-1DES/CASAMR 
.R/TKNE HK1 5379500008376/4-1DES/CASAMR .I/A1794Y23DEL 
-DXB00V 
-DXB00X 
-DXB00Y 
-DXB00Y 
-DXB00Z 
ENDPNL 

---------------------------------------------------------- 

ADL : 

ADL 
W5206/23MAR IKA PART1 
RBD C/CJZ Y/MNQUVXY 
-DXB01U 
DEL 
1DES/CASAMR .L/15ACER .M/W5206U23IKADXB0830HK .I/A1794Y23DEL 
ADD 
1DES/CASAMR .L/15ACER .M/W5206U23IKADXB0830HK .I/A1794Y23DEL 
.R/DOCS HK1 /P/RU/2222/EH/17MAR88/M/17MAR22/DES/CASA-1DES/CASAMR 
.R/TKNE HK1 5379500008376/4-1DES/CASAMR 
-DXB00V 
-DXB00Q 
-DXB00C 
-DXB00M 
-DXB00N 
-DXB00Y 
-DXB00X 
-DXB00J 
-DXB00Z 
ENDADL",Default,1.0,1.0,900.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-9089,MahanAir - Manual PNL sending issue when there are two flights with same flight number for day,Bug,Closed,Major,Won't Fix,QACOMPLETED,Manoj Dhanushka,2012-06-22 11:10:00,,2015-04-07 14:09:00,2012-06-25 15:32:00,,,,,0.0,1.0,,,,,,,,,"Let say there are two flights with same flight number for day (e.g: by delaying flight on previous day). Then we try to send the manual PNL/ADL, it includes passenger details from both flights. In such cases, please allow user to select flightid when manually resending PNL/ADL.",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-22971,AARESAA-21271 codeshare - All pax are sent in ADL once add infant and do a -ADJ to a single pax,SubTask - Bug,QA In Progress,Critical,Fixed,Rajitha Lakmini (QA),Marlon Ganeshan (QA),2015-10-16 10:15:00,,2016-07-07 13:59:00,2015-10-23 12:25:00,,8,,,0.0,3.0,,,,,,,,,"do a booking with multi pax in M/C 
3 AD, 1 CH 
then send the PNL 
then add infant to AD1 as force confirm 
then do a -ADJ to the pax having the infant 

actual result 
E tickets are generated to all pax in O/C and therefore all 5 pax(3 AD, 1CH, 1 INF) goes in ADL as add record. 


pnr 10001946 / 15ALBF 

pnl/adl sent for 
W5417 
24/10 
IKA 

ADL record 
-------------------------------- 
ADL 
W5417/24OCT IKA PART1 
RBD C/J Y/FKLMVY 
-DXB00F 
-DXB02V 
-DXB00L 
-DXB06M 
DEL 
1DEVFOUR/ISAFOURMSTR-B4 .L/10001946 .M/W5417N24IKADXB1730HK 
1DEVONE/ISAONEMR-B4 
1DEVTHREE/ISATHREEMR-B4 
1DEVTWO/ISATWOMR-B4 
ADD 
1DEVFOUR/ISAFOURMSTR-I4 .L/10001946 .M/W5417N24IKADXB1730HK 
.R/TKNE HK1 5379500003348/1-1DEVFOUR/ISAFOURMSTR 
.R/CHLD HK1 06OCT05-1DEVFOUR/ISAFOURMSTR 
1DEVONE/ISAONEMR-I4 
.R/DOCS HK1 /P/LK/645656/LK/15OCT87/M/10OCT19/DEVONE/ISAONE-1DEV 
.RN/ONE/ISAONEMR 
.R/TKNE HK1 5379500003345/1-1DEVONE/ISAONEMR 
.R/INFT HK1 NEW/INFANTMSTR 
.R/TKNE HK1 INF5379500003349/1-1DEVONE/ISAONEMR 
1DEVTHREE/ISATHREEMR-I4 
.R/DOCS HK1 /P/LK/GF345/LK/03OCT85/M/15OCT20/DEVTHREE/ISATHREE-1 
.RN/DEVTHREE/ISATHREEMR 
.R/TKNE HK1 5379500003347/1-1DEVTHREE/ISATHREEMR 
1DEVTWO/ISATWOMR-I4 
.R/DOCS HK1 /P/LK/76868/LK/10OCT85/M/10OCT19/DEVTWO/ISATWO-1DEVT 
.RN/WO/ISATWOMR 
.R/TKNE HK1 5379500003346/1-1DEVTWO/ISATWOMR 
-DXB00Y 
-DXB00J 
-DXB00K 
ENDADL",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-23766,AARESAA-23338 ADL issue :// System repeats the Eticket in ADL when user place a dry connection reservation via 3O IBE/XBE,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Ruwani Jayasinghe (QA),2016-01-11 16:49:00,,2016-01-17 20:40:00,2016-01-17 20:40:00,,G9044.0,,,0.0,2.0,,,0.0,2400.0,,,,,"steps: 
1) Place a connection oneway reservation (DRY) via IBE/XBE (3O) 
2) send ADL 

Actual Result: 

system repeats the Eticket twice in the ADL 


sample test data 

41076420 // XBE 

41076421 // IBE 

",Default,1.0,1.0,2400.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-24378,AARESAA-23321 System shows only the split passengers name in DEL section of the ADL which sent after a split,SubTask - Bug,QA In Progress,Major,Duplicate,Ruwani Jayasinghe (QA),Ruwani Jayasinghe (QA),2016-03-21 19:40:00,,2016-03-24 08:53:00,2016-03-21 21:53:00,,VP002.1.0,,,0.0,1.0,,,,,,,"AARESAA-24361, AARESAA-24362",,"steps: 
steps; 
1) place a reservation with 2 ADULTS and then send the PNL first 
2) Split a passenger out of the reservation with 2 Adults 
3) Send ADL 

Actual Result: 

ADL 
G9125/23MAR SHJ PART1 
RBD Y/Y 
-KWI01Y 
DEL 
1PANIYA/KANIYAMR .L/41079834 
ADD 
1ADULT/EEEMS .L/41079834 
.R/TKNE HK1 5142365245462/1-1ADULT/EEEMS .R/XBAG HK1 BAGS 20 
.R/SPML HK1 BLBF BLBF CTBF 
1PANIYA/KANIYAMR .L/41079838 
.R/TKNE HK1 5142365245473/1-1PANIYA/KANIYAMR 
.R/XBAG HK1 BAGS 20 .R/SPML HK1 CTBF 
ENDADL 

Expected Result: 
<Mahan > 
ADL 
W5970/01JUN IKA PART1 
RBD C/J Y/M 
-DXB10M 
DEL 
1DEVELOPER/ADSAAAMR-K2 .L/10010845 
1DEVELOPERSSSS/ISASSSSMR-K2 
ADD 
1DEVELOPERSSSS/ISASSSSMR .L/10010845 
.R/TKNE HK1 5379520015397/1-1DEVELOPERSSSS/ISASSSSMR 
1DEVELOPER/ADSAAAMR .L/10010846 
.R/TKNE HK1 5379520015396/1-1DEVELOPER/ADSAAAMR 
-DXB00J 
ENDADL 


PNR: 41079834 
41079838",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-24361,AARESAA-24303 System shows only the split passengers name in DEL section of the ADL which sent after a split,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Ruwani Jayasinghe (QA),2016-03-18 23:37:00,,2016-03-22 09:28:00,2016-03-21 20:49:00,,VP002.1.0,,,0.0,2.0,,7200.0,0.0,10800.0,1.5,,AARESAA-24378,,"steps; 
1) place a reservation with 2 ADULTS and then send the PNL first 
2) Split a passenger out of the reservation with 2 Adults 
3) Send ADL 
LIANBW 
Actual Result: 


ADL 
VP600/10APR VAM PART1 
RBD Y/Y 
-MLE14Y 
DEL 
1SSS/SSSMRS .L/LIANBW 
ADD 
1AAA/AAAMR .L/LIANBW 
.R/TKNE HK1 1232300654965/1-1AAA/AAAMR 
1SSS/SSSMRS .L/OH1GZ6 
.R/TKNE HK1 1232300654964/1-1SSS/SSSMRS 
ENDADL 


Expected : 


ADL 
W5970/01JUN IKA PART1 
RBD C/J Y/M 
-DXB10M 
DEL 
1DEVELOPER/ADSAAAMR-K2 .L/10010845 
1DEVELOPERSSSS/ISASSSSMR-K2 
ADD 
1DEVELOPERSSSS/ISASSSSMR .L/10010845 
.R/TKNE HK1 5379520015397/1-1DEVELOPERSSSS/ISASSSSMR 
1DEVELOPER/ADSAAAMR .L/10010846 
.R/TKNE HK1 5379520015396/1-1DEVELOPER/ADSAAAMR 
-DXB00J 
ENDADL 


*** The split passengers name is not in DELETE section 

LIANBW 
new pnr: OH1GZ6 

VP600/10APR VAM/ MLE 
",Default,1.0,1.0,10800.0,0.0,7200.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-23796,AARESAA-23338 DEL record should added to ADL and all pax details should again display with Add record for following scenario,SubTask - Bug,Closed,Critical,Fixed,QACOMPLETED,Rajitha Lakmini (QA),2016-01-13 16:40:00,,2016-01-27 19:46:00,2016-01-24 21:43:00,,G9044.0,,,0.0,3.0,_thumb_42903.png ,,0.0,11700.0,,,,,"Created OHD reservation in G9 side and split 3Ad, 2Ch from that reservation 
Add anci for the new reservation and do the payment 
Send PNL 
Add infant and make it as forced confirm 
Remove anci from the adult who is infant attached where infant charge can pay off via adult credits got from removing ancillaries 
ETKT generated for the Infant 
Send ADL 

ADL only contain add record with exact adult and infant 

There should be a DEL record for the PNR and then all pax in the PNR should be added with ADD record 

Tested PNR: 41076696",Default,1.0,1.0,11700.0,0.0,,,,,,,,,,,,,,,G9 - Air Arabia
AccelAero Reservations,AARESAA-23298,AARESAA-21271 Force CNF PNRs with +ADJ is included in mahan PNL,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Nadeeka Pulasthini (QA),2015-11-26 16:59:00,,2015-11-27 15:43:00,2015-11-27 15:43:00,,W5017.1,,,0.0,2.0,,,0.0,2100.0,,,,,"Steps to Recreate 
1. Create a CNF reservation in MAB 
2. Then add +charge ADJ and make the reservation as force CNF 
3. Send PNL 

Actual Results 
PNR is included in the PNL even though reservation is force CNF in Mab side",Default,1.0,1.0,2100.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-29227,AARESAA-28578 [W5]-Wrong group code is listing when send ADL after no show one pax,SubTask - Bug,Open,Major,Unresolved,Chethiya Tharinda Palliyaguruge,Rajitha Lakmini (QA),2017-07-27 11:29:00,,2017-10-16 10:05:00,,,007.5.66,,,0.0,1.0,,,,,,,,,"Wrong group code print on ADL for no show scenario: 22072754 

Created 3 pax reservation and send PNL 
Process PFS to make one pax as no show 
Wrong group code is print with DEL record 

PNL 
W5001/27JUL DEL PART1 
RBD Y/QUY 
-IKA000Q 
-IKA000U 
-IKA003Y 
2ADULT/ISAMRS/EEEMS-A3 .L/22072754 
.R/TKNE HK1 5379540074696/1-1ADULT/ISAMRS 
.R/TKNE HK1 5379540074695/1-1ADULT/EEEMS 
1PANIYA/KANIYAMS-A3 .R/TKNE HK1 5379540074694/1-1PANIYA/KANIYAMS 
ENDPNL 
Close 




ADL 
W5001/27JUL DEL PART1 
RBD Y/GQUY 
-IKA001G 
ADD 
1ADULT/BBBMR .L/22072755 .R/TKNE HK1 5379540074690/1-1ADULT/BBBMR 
-IKA000Q 
-IKA000U 
-IKA003Y 
DEL 
1ADULT/ISAMRS-A2 .L/22072754 
1PANIYA/KANIYAMS-A2 
ADD 
1ADULT/ISAMRS-A2 .L/22072754 
.R/TKNE HK1 5379540074696/1-1ADULT/ISAMRS 
1PANIYA/KANIYAMS-A2 .R/TKNE HK1 5379540074694/1-1PANIYA/KANIYAMS 
ENDADL",Default,,,,,,,,,,,,,,,,,,,W5 - MahanAir
AccelAero Reservations,AARESAA-25679,AARESAA-25546 Incorrect fare class displaying in PNL Time Element.,SubTask - Bug,Closed,Critical,Work Completed,QACOMPLETED,Manuja Kapugama (QA),2016-06-21 15:50:00,,2016-08-19 15:59:00,2016-08-19 15:58:00,,7,,,0.0,2.0,_thumb_46903.png ,10800.0,0.0,12600.0,1.16,,,,"Incorrect fare class displaying in PNL Time Element. 

Steps to Recreate 
==================== 
1. Do a connection oneway reservation from Mahan side using Non Codeshare flights. (W5 flights) 
Route : DEL / DXB 
2 . Send PNL for both segments. 

Actual Result 
===================== 
Fare class which is displaying in PNL time element is not the correct one which assign to the reservation. 
Screenshot & generated PNL attached. 

PNL 
W5330/01AUG DEL PART1 
RBD C/CJ Y/MNQUV 
-IKA000C 
-IKA000J 
-IKA000M 
-IKA002N 
2DEVELOPER/JOHNMR/ALISAMRS .L/19347521 .O/W5340Y01DXB1430HK 
.R/TKNE HK1 5379535219749/1-1DEVELOPER/JOHNMR 
.R/TKNE HK1 5379535219750/1-1DEVELOPER/ALISAMRS 
.R/DOCS HK1 /P/LK/A10/LK/01JUL85/M/31DEC18/DEVELOPER/JOHN-1DEVEL 
.RN/OPER/JOHNMR 
.R/DOCS HK1 /P/LK/A20/LK/01JUL86/F/31DEC18/DEVELOPER/ALISA-1DEVE 
.RN/LOPER/ALISAMRS 
-IKA000Q 
-IKA000U 
-IKA000V 
ENDPNL",Default,1.0,1.0,12600.0,0.0,10800.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-25693,AARESAA-25546 Incorrect PNR sending in PNL for MAB reservations.,SubTask - Bug,Closed,Critical,Fixed,QACOMPLETED,Manuja Kapugama (QA),2016-06-22 12:16:00,,2016-06-23 12:40:00,2016-06-22 16:32:00,,7,,,0.0,2.0,,10800.0,1800.0,9000.0,0.83,,,,"Incorrect PNR sending in PNL for MAB reservations. Since the reservation is done through MAB side PNL should include MAB side PNR. But currently in PNL it sending Mahan side reference PNR which stand for that MAB side PNR. 

Steps to Recreate 
==================== 
1. Do a connection oneway or connection return reservation from MAB side. 
2. Send PNL from Mahan side. 

Actual Result 
==================== 
Incorrect PNR sending in PNL for MAB reservations. 

Test Data 
===================== 
MAB PNR : 15ABIK 
Mahan PNR : 15AMNC 

PNL Generated (Part of the PNL attached) 
===================== 
2DEVELOPER/AAAMR/CCCMSTR .L/15AMNC .M/W5407V22DELIKA1030HK 
.O/W5408Y22DXB1530HK 
.R/TKNE HK1 5379500006412/1-1DEVELOPER/AAAMR 
.R/TKNE HK1 5379500006413/1-1DEVELOPER/CCCMSTR 
.R/CHLD HK1 10JAN08-1DEVELOPER/CCCMSTR 
.R/INFT HK1 15JAN15 DEVELOPER/EEEMSTR 
.R/TKNE HK1 INF5379500006414/1-1DEVELOPER/AAAMR 
.R/DOCS HK1 /P/LK/S252/LK/15JAN15//24DEC18/DEVELOPER/EEE-1DEVELO 
.RN/PER/EEEMSTR 
.R/DOCS HK1 /P/LK/S250/LK/05JAN84/M/31DEC18/DEVELOPER/AAA-1DEVEL 
.RN/OPER/AAAMR 
.R/DOCS HK1 /P/LK/S251/LK/10JAN08/M/31DEC18/DEVELOPER/CCC-1DEVEL 
.RN/OPER/CCCMSTR",Default,0.83,0.83,9000.0,1800.0,10800.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-22962,AARESAA-22211 New ADL not generated for once do minus charge ADJ for 2nd pax in force confirm,SubTask - Bug,Reopened,Critical,Unresolved,Manoji Kularathna,Chathurani Hettiarachchi (QA),2015-10-15 09:25:00,,2016-09-13 15:44:00,,,8,,,0.0,2.0,,,0.0,14400.0,,,AARESAA-22935,,"Defect reproduce steps 
i). Create a OHD reservation with multipax 
ii). Do full -ADJ for 2nd pax and 3rd child . 
iii). Next go to payment page and force confirm the reservation. 
iv). New e-ticket generated and send PNL. 
v). Then do full -ADJ for 1st pax. New e-ticket generated . But new ADL not generated for that record 


Test data 
PNR : 19346006",Default,1.0,1.0,14400.0,0.0,,"Known-Issue, pnl-adl",,,,,,,,,,,,,
AccelAero Reservations,AARESAA-20892,AARESAA-20806 Onhold pnr with ancillary once confirmed is shown as CHG record in ADL if the ancillary is modified before payment confirmation,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Mohamed Raes,2015-03-18 13:22:00,,2015-03-23 13:43:00,2015-03-18 15:45:00,,G9041.3.5,,,0.0,2.0,_thumb_36964.png _thumb_36965.png _thumb_36966.png ,10800.0,5400.0,5400.0,0.5,,,,"Steps : 
1.Make a onhold booking with seats selection (5A) & Airport Service : ""Quick Check-in"" for SHJ/TRV G9444 05/04 . 
2.Now manually send the pnl for this flight 
3.Now reload the pnr & modify ancillary such that , you change the seat to 25 A so that credit is acquired & Add the new Airport service ""Gold Package"" 
4.Now make payment 
5.Now send the new ADL for the flight 

As in the attached screenshot , the pnr is reflected as CHG element instead of ADD element even though it was not shown in the PNL before 

Check PNR :38574286 (SHJ Env as airarabiag9.cmb has error while making bookings )",Default,0.5,0.5,5400.0,5400.0,10800.0,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-26904,Include Return Segment in Inbound/Outbound details in PNL,Product Development,Approval Pending,Major,Unresolved,Dilan Anuruddha,Uditha Dissanayake,2016-09-27 12:43:00,,2017-09-19 14:09:00,,,8,,,0.0,2.0,,,,,,,,,"Introduce Return Segment in Inbound/Outbound details in PNL with separate configuration for maximum return connection time (Similar to existing OND connection time). 

Referenced issues: AARESAA-24097, AARESAA-26560",Default,,,,,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-22888,"AARESAA-22211 In ADL, delete record not display once do a payment for a force reservation which have e-ticket",SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Chathurani Hettiarachchi (QA),2015-10-09 11:49:00,,2015-10-15 12:10:00,2015-10-13 10:29:00,,W5017.0,,,0.0,2.0,,,0.0,22500.0,,,,,"Defect reproduce steps 
i). Create a reservation with 2 pax and force confirm the reservation. 
ii). Do full minus charge ADJ for 1 pax. New e-ticket generated only for that pax. Once Send PNL, relevant e-ticket details displayed. 
iii). Next go to payment page and do the payment for the passenger who have balance to pay. 
iv). Reservation didn't get split. New e-ticket generated for both pax. 
v). Once Send ADL, delete record not display for previous e-ticket exchange. 

Test data 
PNR : 17383691 

ADL 
W5061/20OCT IKA PART1 
RBD C/CDIJOP Y/BEKLMNQSTUVYZ 
-DXB00D 
-DXB00E 
-DXB00B 
-DXB00C 
-DXB00L 
-DXB00M 
-DXB00N 
-DXB00O 
-DXB00I 
-DXB00J 
-DXB00K 
-DXB00U 
-DXB00T 
-DXB05V 
ADD 
2DEVELOPER/DDDDMR/VVVMR .L/19345674 
.R/TKNE HK1 5379535209925/1-1DEVELOPER/DDDDMR 
.R/TKNE HK1 5379535209924/1-1DEVELOPER/VVVMR 
-DXB03Q 
-DXB00P 
-DXB00S 
-DXB00Y 
-DXB00Z 
ENDADL",Default,1.0,1.0,22500.0,0.0,,,,,,,,,,,,,,,
AccelAero Reservations,AARESAA-23344,AARESAA-21271 PNR didn't displaye in ADL once split a force confirm pax from a reservation,SubTask - Bug,Closed,Major,Fixed,QACOMPLETED,Chathurani Hettiarachchi (QA),2015-12-02 16:12:00,,2015-12-10 15:50:00,2015-12-03 16:19:00,,W5017.1,,,0.0,2.0,,,0.0,10800.0,,,,,"Defect recreate steps 
i). Create 3 pax reservation and do the payment and send PNL 
ii). Next do + ADJ for 1st pax and remove that pax. 
iii). Once send ADL, pax details displayed under ADD record, but PNR didn't display. 

Test data 
PNR : 10002983 


ADL 
W5325/08DEC IKA PART1 
RBD C/J Y/M 
-BAH13M 
DEL 
1UHYIYI/HJKHMR-T3 .L/10002982 .M/W5325B08IKABAH2042HK 
1UYIY/ISAKHJKHMR-T3 
1YUIYU/ISAJKHJKJHMR-T3 
1NNN/GGGMS-W3 .L/10002983 .M/W5325B08IKABAH2042HK 
1RRR/YYYYMR-W3 
1SSS/DDDMSTR-W3 
ADD 
1UHYIYI/HJKHMR-AA3 .L/10002982 .M/W5325B08IKABAH2042HK 
.R/INFT HK1 JHGKGG/KHGJKMSTR 
.R/TKNE HK1 INF5379535216752/0-1UHYIYI/HJKHMR 
1UYIY/ISAKHJKHMR-AA3 
.R/TKNE HK1 5379500005568/1-1UYIY/ISAKHJKHMR 
1YUIYU/ISAJKHJKJHMR-AA3 
.R/TKNE HK1 5379500005567/1-1YUIYU/ISAJKHJKJHMR 
1NNN/GGGMS-AD2 
.R/TKNE HK1 5379500005562/1-1NNN/GGGMS 
1SSS/DDDMSTR-AD2 

.R/TKNE HK1 5379500005563/1-1SSS/DDDMSTR 
.R/CHLD HK1 12DEC02-1SSS/DDDMSTR 
-BAH00J 
ENDADL 
",Default,1.0,1.0,10800.0,0.0,,,,,,,,,,,,,,,
